code;niveau;competence;theme;formulation;socle;chemin;nb_fichiers;sequence;qcm;projet;synthese;evaluation;correction;situation_declenchante;problematique;qualite;anomalies;accessibilite;medias_licences;croisement;statut;preuves_manquantes
4e_C6.1;4e;C6;2;Analyser les données et en déduire des modifications à apporter au programme.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C6-comprendre-et-modifier-un-programme-associe/4e/4e_C6.1;14;oui;oui;oui;oui;oui;oui;oui;oui;Séquence « Ajuster le programme du jardin » (2 séances) clôturant l'arc 4e de l'objet-fil (C4 structure → C6.2 programme → C5 dépannage → ce lot) : analyse des relevés USB (pompe qui bat 47 fois autour du seuil unique, arrosage à 13 h, cas normal de contrôle), spécification de l'hystérésis 35/45 (écart > vibration) et de la plage horaire (ET sur le démarrage seulement), banc de test à 4 scénarios en ordre libre (verrou __exp.scen), méthode de validation en 5 étapes (sauvegarde, simulation, plant témoin, non-régression, rollback), transfert lampadaire (hystérésis 20/40 lux). Versions A/B/C, QCM 30 q (15+15, 3 illustrées, réponses réparties 8/7/7/8, graine 57), synthèses, fiche, matrice, 3 SVG CC0, rapport 23/23 (Playwright réel). Règle d'or n°4 appliquée. 4e_C6.2 volontairement non traité (séquence modèle existante, non modifiée, référencée au bilan) : la compétence C6 de 4e est complète.;Aucune. Version A en très basse tension uniquement — le secteur est explicitement interdit.;Clavier, aria/alt, listes déroulantes exclusivement (DYS), reduced-motion, impression A4.;3 SVG originaux CC0 (2 image-objet + 1 image-explication) — SOURCES_MEDIAS.md complet.;;COMPLET ET VALIDABLE;
4e_C6.2;4e;C6;2;Compléter un programme pour répondre à une fonctionnalité d’un OST.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C6-comprendre-et-modifier-un-programme-associe/4e/4e_C6.2;16;oui;oui;non;oui;oui;oui;oui;oui;Lot « Le jardin connecte s'arrose » : 3 seances de 55 min, editeur embarque, banc de tests. Le verbe du code est COMPLETER, et le mot qui decide est FOURNI : le programme existe, il tourne, il lui manque une piece. Le moment qui porte la seance est le CAS FRONTIERE — l'essai exactement au seuil, le seul qui distingue < de <=, et celui que personne n'ecrit spontanement. La difficulte la plus interessante est ailleurs : UN MAUVAIS SEUIL NE CASSE RIEN. Le programme s'execute, la pompe tourne, et le jardin est mal arrose — defaut de reglage, pas de code, et il faut un banc de tests pour le voir. QCM 30 q / 90 refutations dont 16 sur C6.2, lexique, fiche, matrice, rapport de tests. Les DEUX SYNTHESES manquaient : elles sont ecrites, et engendrees par synthese_4e_C6.2.py livre dans le dossier — chaque encadre reprend un « a retenir » de la banque de QCM ou la trace ecrite de la sequence, rien n'y est ajoute.;Le programme n'est pas ecrit de zero : il est fourni, remis en ordre puis complete — ecrire un programme entier releve de 4e_C9.3, et la sequence le dit a l'eleve. L'execution est SIMULEE dans l'editeur embarque : elle prouve la logique, pas le montage. Le QCM deborde sur quatre autres codes (C4.1 3 q., C4.4 5 q., C4.5 4 q., C1.4 2 q.) : sous le seuil d'evaluabilite, ils y sont MOBILISES et non mesures — seul 4e_C6.2, avec 16 questions, est evaluable. Le choix du seuil n'est pas tranche par la sequence, volontairement : l'eleve doit l'argumenter.;Corrections depliables, trace ecrite depliable, trois facons de vivre l'atelier dont une debranchee, differenciation explicite. Les deux syntheses sont imprimables en noir et blanc et lisibles hors ligne. Aucune boite modale (verifie par sans_modale.py).;Aucun media tiers ajoute par cette livraison.;;COMPLET ET VALIDABLE;
4e_C6.3;4e;C6;2;Tester et valider, dans un environnement simulé ou réel, une modification du programme.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C6-comprendre-et-modifier-un-programme-associe/4e/4e_C6.3;1;non;non;non;non;non;non;non;non;"README pointeur (séance 2 : méthode de validation en 5 étapes, banc de test à scénarios avec verrou ; 15 questions dédiées).";Aucune.;s.o.;s.o.;4e_C6.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
4e_C7.1;4e;C7;3;Organiser un processus de conception et de réalisation dans une durée, avec des tâches identifiées.;D2, D4, D5;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/4e/4e_C7.1;18;oui;oui;oui;oui;oui;oui;oui;oui;Lot « Le jardin connecte, conception » : sequence, QCM de 30 questions, fiche, lexique, deux syntheses, rapport de tests, script de tests livre, et un ATELIER DE PLANIFICATION des taches. Le lot etait complet sur le disque depuis longtemps et l'OVERLAY ne l'avait jamais declare : il restait affiche « a verifier par l'enseignant » alors qu'il porte ses six pieces. Sa MATRICE DE COUVERTURE relie chaque notion a un code (4e_C7.1, 4e_C7.2, 4e_C7.3), a une activite, a une production d'eleve et aux numeros de questions du QCM : c'est cette piece-la qui demontre la couverture, et c'est elle qui autorise le statut.;"Le QCM etiquette ses questions par MOT-CLE THEMATIQUE (ORG, SOL, MAT) et non par code de competence : c'est une convention des premiers lots du depot. La matrice porte le lien notion → code, et elle seule. Une harmonisation des etiquettes rendrait le controle d'echantillonnage utilisable sur ce lot ; elle n'est pas faite. Par ailleurs la matrice revendique 4e_C7.3, qui dispose depuis le 31/08 de son propre lot (« Le bac du jardin ») : les deux se completent, le lot C7.3 evalue le code, celui-ci le mobilise.";Corrections depliables, atelier de planification imprimable, syntheses eleve et professeur separees. Aucune boite modale (verifie).;Voir SOURCES_MEDIAS.md du dossier.;;COMPLET ET VALIDABLE;
4e_C7.2;4e;C7;3;Proposer et fabriquer une solution pour ajouter une nouvelle fonction à un OST (croquis, schéma, graphique, algorithme, modélisation).;D2, D3, D4;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/4e/4e_C7.2;2;non;non;non;non;non;non;non;non;Couvert par la sequence « Le jardin connecte, conception » du dossier 4e_C7.1. La PREUVE est dans la matrice de couverture de ce lot, qui porte la ligne : « Proposition de solutions techniques · 4e_C7.2 · Activite 2 · 2 solutions + justification · questions 3, 8, 9, 13 ». Le dossier recoit un README engendre par _outils/pointeurs_codes.py, avec la formulation officielle et un lien verifie vers la sequence.;Le dossier ne porte aucune ressource propre, et c'est voulu : le geste est travaille dans le lot voisin. Le README precedent disait « Voir le lot 01 dans 4e_C7.1 » — une reference interne que personne ne pouvait resoudre, et sans lien cliquable.;README seul, lisible hors ligne, lien verifie sur le disque avant ecriture.;Aucun.;4e_C7.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
4e_C7.3;4e;C7;3;Comparer différents matériaux pour choisir le plus adapté.;D3, D4, D5;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/4e/4e_C7.3;14;oui;oui;non;oui;oui;oui;oui;oui;"Lot « Le bac du jardin » : 2 seances de 55 min pour 95 min d'activites, banc des materiaux muni d'un SELECTEUR DE DUREE. Le verbe du code est COMPARER, et l'expression a ouvrir est « le plus adapte » — adapte a quoi, et pour combien de temps. Trois materiaux tiennent le cahier des charges ; a l'achat PP recycle 90 € < PVC 167 € < teck 309 €, et sur quinze ans PP 271 € < TECK 309 € < PVC 333 € : le classement se retourne. Sur vingt ans il se retourne une SECONDE fois, le teck repassant dernier a 619 € parce qu'un deuxieme teck part a la benne avec dix ans de vie devant lui. Le classement n'appartient pas aux materiaux : il appartient a la duree qu'on a choisie, et cette duree est une decision qui s'ecrit. Verrou experientiel sur le changement de duree. QCM 30 q / 90 refutations (C7.3 x20, C3.2 x10), lexique 30 notions, deux syntheses, fiche, matrice de 30 notions, tests reels 44/44 et 32/32, scripts livres.";"Tout le raisonnement repose sur les durees de vie annoncees, et le bonus demande justement a l'eleve d'ou elles viennent ; la version A les remplace par des garanties de fournisseurs reels. Le banc ne compte que la matiere : ni l'energie de fabrication, ni les kilometres, ni la pose — c'est ecrit dans la correction de l'activite 3. Aucune analyse de cycle de vie complete n'est conduite : 4e_C3.2 est mobilise sur la comparaison chiffree et sur ce qu'elle laisse de cote. Le pilier social du developpement durable est absent du cahier des charges, et la sequence le dit plutot que de faire comme s'il y figurait. Ce lot REMPLACE le README de deux lignes qui renvoyait a un lot inexistant.";Listes deroulantes, corrections depliables, version C entierement debranchee (une frise de vingt ans au tableau et trois bandes de couleur recollees a chaque remplacement), encadre de securite atelier — decoupe laser du PVC interdite, sciure de pin autoclave — verifie par un test. Aucune boite modale (regle d'or n°188).;Banc des materiaux original (HTML + JS, CC0). Aucun media tiers.;;COMPLET ET VALIDABLE;
4e_C7.4;4e;C7;3;Comparer différentes sources d’énergie pour choisir la plus adaptée.;D3, D4, D5;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/4e/4e_C7.4;13;oui;oui;non;oui;oui;oui;oui;oui;Lot « De quoi vit le jardin connecte » : 2 seances de 55 min pour 100 min d'activites, meme banc d'energie, chaque consommateur pouvant etre ETEINT. Deux decouvertes portent la seance et l'eleve les fait au banc : la pompe pese 0,4 % quand la carte pese 92 %, puis comparer les sources finit par obliger a regarder la CHARGE — avec une carte sobre le besoin tombe de 5,87 a 1,07 Wh et le panneau qui perdait tout devient le meilleur. Calcul du cout sur la duree : 131 piles 9 V pour les deux mois d'ete, soit 459 euros. Verrou experientiel exigeant d'avoir eteint la pompe ET la carte. QCM 30 q / 90 refutations (C7.4 x20, C3.1 x10), lexique 30 notions, deux syntheses, fiche, matrice de 17 notions, tests reels 35/35 et 26/26 avec scripts livres.;Aucune mesure reelle. Les 5 mA de la carte sobre sont une hypothese d'etude, et la correction dit explicitement qu'une UNO complete ne descend pas sous 30 mA a cause de sa DEL d'alimentation et de son composant USB : c'est la carte qu'il faudrait changer, pas le programme. Les couts annuels sont des ordres de grandeur. La grille ne pondere pas les criteres, volontairement : la hierarchisation est le travail de l'activite 3.;Listes deroulantes, corrections depliables, version C entierement sans ecran, encadre de securite (TBT, eau et electricite, boitier en hauteur et fils par le dessous). Trois boites alert() du gabarit remplacees par un bandeau aria-live.;Banc d'energie original (HTML + JS, CC0). Aucun media tiers.;;COMPLET ET VALIDABLE;
4e_C7.5;4e;C7;3;Identifier les constituants manquants dans un prototype et le compléter.;D2, D3, D4;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/4e/4e_C7.5;13;oui;oui;non;oui;oui;oui;oui;oui;Lot « Le jardin qui n'arrose pas encore » : 2 seances de 55 min pour 95 min d'activites. Trois prototypes livres, chacun incomplet d'une maniere DIFFERENTE, et chacun empruntant une branche differente du diagnostic : un constituant qui en exige un autre (la pompe sans relais), un budget de courant depasse (800 mA sur 500, donc un defaut INTERMITTENT qui ne se voit qu'a la mise en eau), et une fonction tenue par le mauvais capteur (une temperature comparee a un seuil d'humidite). Le point de depart n'est pas le montage mais le cahier des charges : un manque se compare, une panne se teste. QCM 30 q / 90 refutations (C7.5 x20, C4.4 x10), lexique 30 notions, deux syntheses, fiche, matrice de 30 notions, tests reels 39/39 et 32/32, scripts livres.;Aucun montage reel : l'etabli charge les trois cas, et la version A les prepare sur trois plateaux. Le programme n'est ni ecrit ni modifie — il est correct dans les trois cas, ce qui est justement ce qui rend la recherche du manque interessante. Le quatrieme cas du reinvestissement n'a PAS de solution unique : deux causes restent possibles, et la correction le dit — le resultat attendu est un essai qui tranche, pas une reponse.;Listes deroulantes, corrections depliables, version C debranchee (fiches cartonnees et liste attendue), encadre de securite TBT avec la regle de l'essai a sec avant toute mise en eau. Aucune boite modale (regle n°188).;Etabli Grove original (HTML + JS, CC0). Aucun media tiers.;;COMPLET ET VALIDABLE;
4e_C7.6;4e;C7;3;Modifier une forme à l’aide d’une modélisation.;D2, D3, D4;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/4e/4e_C7.6;10;non;oui;non;oui;oui;oui;oui;oui;Lot « Le dé sur son socle » (Fable, 30/08/2026) — QCM 30 questions toutes étiquetées 4e_C7.6, 2 synthèses, fiche, matrice de 13 groupes, lexique de 30 notions, suite de 31 tests exécutés et verts. Le code n'était évalué nulle part. Le partage des questions dit le point de bascule de la 4e : NEUF questions sur la contrainte (ce qu'elle est, comment on la vérifie, ce qu'elle survit) contre cinq sur la révolution, qui est pourtant le geste visible du TP.;"Reclassé par contrôle : le dossier ne porte pas séquence. Le geste est porté ailleurs (voir « atelier CAO — TP nº2 « Le dé sur son socle », mutualisé entre les trois niveaux »). Aucun parcours hors connexion pour le geste de modélisation (voir 5e_C7.6). Le lot ne dit rien de la TENUE réelle de l'assemblage — que le dé ne bascule pas relève de C8 ; l'angle mort est nommé dans la synthèse.";Vérifiée : aucune boîte modale, corrections dépliables, deux synthèses séparées, lexique imprimable, hors ligne intégral.;Aucun média propre.;atelier CAO — TP nº2 « Le dé sur son socle », mutualisé entre les trois niveaux;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;séquence
4e_C7.7;4e;C7;3;Choisir les moyens et produire la forme voulue.;D2, D3, D4;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/4e/4e_C7.7;14;oui;oui;non;oui;oui;oui;oui;oui;Lot « Le support du capteur » : 2 seances de 55 min pour 95 min d'activites, ATELIER DES MOYENS original integre a la page. Il ne classe pas les machines du meilleur au pire : il dit lesquelles savent produire CETTE forme-la, et CE QU'ELLES EN FERONT. La phrase du programme est identique en 3e — ce n'est donc pas elle qui distingue les niveaux, c'est le geste : en 4e la forme est DONNEE et l'on choisit le moyen. Deux moyens savent produire le support, et aucun des deux ne rend le dessin : le laser elargit la fente de son trait de coupe (3,00 mm dessines sortent a 3,20), la fraiseuse arrondit ses extremites au rayon de sa fraise et le meplat de 20 mm ne trouve plus que 17 mm de droit. On corrige en dessinant des DEGAGEMENTS D'ANGLE. Puis la quantite decide : a 4 pieces les deux moyens tiennent dans les 3 h de machine disponibles, a 30 la fraiseuse sort du delai (6 h 25 contre 1 h 10) tout en restant parfaitement CAPABLE — deux jauges separees, parce qu'on confond les deux questions. Verrous experientiels sur l'evaluation et sur le changement de quantite. Toutes les valeurs calculees par moyens.py. QCM 30 q / 90 refutations (C7.7 x20, C4.3 x10), lexique 30 notions, deux syntheses, fiche, matrice associee par NOM, tests reels 38/38 et 32/32, scripts livres.;Les temps sont des ordres de grandeur d'atelier de college, pas des fiches constructeur : ce qui doit etre vrai est QUEL MOYEN SAIT FAIRE QUOI, pas la seconde pres. Aucune piece n'est reellement produite — la version A lance les deux moyens sur une chute et mesure la fente au pied a coulisse, et c'est elle qui fait foi. Les 3 h de machine disponibles sont une donnee du scenario, et le bonus demande justement d'ou elles viennent. Le cout matiere n'entre pas dans le lot : il ne departage pas ici, et l'ajouter aurait brouille la seule question posee.;Listes deroulantes, corrections depliables, version C entierement debranchee (cinq fiches cartonnees et le dessin cote au tableau), encadre de securite atelier — PVC jamais au laser, piece bridee et AUCUN GANT a la fraiseuse — verifie par un test. Aucune boite modale (regle d'or n°188).;Atelier des moyens original (HTML + JS, CC0). Aucun media tiers.;;COMPLET ET VALIDABLE;
4e_C7.8;4e;C7;3;Interfacer un objet technique avec un réseau.;D2, D3, D4;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/4e/4e_C7.8;12;oui;oui;non;oui;oui;oui;oui;oui;Lot « Le jardin publie sa mesure » : 2 seances de 55 min pour 95 min d'activites, BANC DE LIAISON original integre a la page — l'eleve compose le message case par case et le banc lui dit, ligne par ligne, ce que le destinataire peut ou ne peut pas en faire. L'adressage n'est PAS refait : il est traite par l'atelier SOS serre (4e_C4.7), et la premiere section de la sequence le dit. Ce qui se decide ici est du cote de l'objet — ce qu'il envoie, quand, a qui, et ce qu'il fait quand plus personne n'ecoute. Le geste qui porte la seance est le bouton COUPER LE LIEN : le champ d'horodatage, coche a l'activite 1 sans qu'on voie bien pourquoi, trouve sa raison d'etre deux activites plus tard, quand douze mesures liberees d'un coup seraient toutes datees de la meme minute. Trois verrous experientiels. QCM 30 q / 90 refutations (C7.8 x20, C1.4 x10), lexique 30 notions, deux syntheses, fiche, matrice de 17 notions, tests reels 35/35 et 26/26 avec scripts livres.;"Aucune liaison reelle : le banc simule l'echange, et la version A le fait avec deux cartes et le moniteur serie — ce sont alors les trames observees qui font foi. Le format JSON est impose par le banc ; le choix d'un format est traite en question de QCM et en defi bonus, pas en activite. Le verificateur ne lit pas la phrase redigee de l'activite 3 : il compte des caracteres, et la page le dit a l'eleve.";Listes deroulantes, corrections depliables, version C entierement debranchee (deux eleves jouent les deux objets, une feuille pliee fait le message), encadre de securite sur les donnees personnelles et les secrets. Les trois boites alert() du gabarit de QCM sont remplacees par un bandeau aria-live (regle d'or n°188).;Banc de liaison original (HTML + JS, CC0). Aucun media tiers.;;COMPLET ET VALIDABLE;
4e_C8.1;4e;C8;3;Paramétrer une simulation fournie pour valider la tenue mécanique d’un matériau.;D1.3, D2, D4;theme-3-creation-conception-realisation-innovations/C8-valider-les-solutions-techniques-par-des/4e/4e_C8.1;16;non;non;non;non;non;non;non;non;;;;;;À VÉRIFIER PAR L’ENSEIGNANT;
4e_C8.2;4e;C8;3;Proposer un protocole de test pour valider la tenue mécanique d’un matériau.;D1.3, D2, D3, D4;theme-3-creation-conception-realisation-innovations/C8-valider-les-solutions-techniques-par-des/4e/4e_C8.2;1;non;non;non;non;non;non;non;non;Porté par « Jardin connecté — valider une solution » (4e_C8.1), activités 1 et 2 : l'élève remet en ordre le raisonnement de validation (attendu écrit AVANT l'essai, exécution, comparaison, boucle de retest), puis juge la conformité des quatre tests et propose le test discriminant qui départagerait deux causes. Le tableau « Ce que dit le programme » de la séquence l'annonce explicitement.;Aucune. Le dossier 4e_C8.2 reste un squelette, ce qui est normal pour un code mutualisé — mais il gagnerait un README pointeur (règle n°205).;s.o.;s.o.;4e_C8.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
4e_C8.3;4e;C8;3;Proposer un protocole de test pour valider le comportement et les performances d’un objet technique.;D1.3, D2, D3, D4, D5;theme-3-creation-conception-realisation-innovations/C8-valider-les-solutions-techniques-par-des/4e/4e_C8.3;1;non;non;non;non;non;non;non;non;Porté par « Jardin connecté — valider une solution » (4e_C8.1), activités 2 et 3 et le réinvestissement : chaque amélioration proposée doit être rattachée à un résultat d'essai précis — « une amélioration qui ne cite aucun résultat d'essai est une idée, pas une correction » — et l'élève doit dire quels essais rejouer après modification.;Aucune. Dossier squelette, README pointeur à écrire.;s.o.;s.o.;4e_C8.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
4e_C9.1;4e;C9;3;Modifier un algorithme permettant de répondre au besoin ou au problème posé.;D1.3, D2, D4;theme-3-creation-conception-realisation-innovations/C9-concevoir-ecrire-tester-et-mettre-au-point/4e/4e_C9.1;17;oui;oui;non;oui;oui;oui;oui;oui;Lot « Le jardin connecte se programme » : 3 seances de 55 min, six activites, editeur embarque, algorigramme, jeu d'essais, et un defaut de CLIGNOTEMENT corrige par hysteresis. Le lot etait complet sur le disque et l'OVERLAY ne l'avait jamais declare. Sa banque de QCM est la seule des lots anciens a etiqueter ses questions par CODE DE COMPETENCE : 10 sur C9.1, 10 sur C9.2, 10 sur C9.3 — la couverture est demontree dans la banque elle-meme, question par question. Controle : 30 questions, repartition A/B/C/D 8/7/7/8, 4 options et 3 refutations partout, 30 notions distinctes, une seule bonne reponse detachee par sa longueur sur 30, ecart moyen +0,7 caractere, aucune erreur JS, aucune boite modale.;L'execution est simulee dans l'editeur embarque : elle prouve la logique, pas le montage. Le lot couvre trois codes a lui seul, ce qui est coherent avec la sequence — six activites, dont trois consacrees a C9.3 — mais laisse peu de place a chacun : 10 questions par code, soit le double du seuil d'evaluabilite, sans plus.;Corrections depliables, journal chiffre exige par le verificateur (au moins trois valeurs relevees, pour empecher le « ca marche » qui ne prouve rien). Aucune boite modale.;Voir SOURCES_MEDIAS.md du dossier.;;COMPLET ET VALIDABLE;
4e_C9.2;4e;C9;3;Traduire un algorithme permettant de répondre à un besoin ou à un problème simple en un programme.;D1.3, D2, D4;theme-3-creation-conception-realisation-innovations/C9-concevoir-ecrire-tester-et-mettre-au-point/4e/4e_C9.2;1;non;non;non;non;non;non;non;non;Couvert par la sequence « Le jardin connecte se programme » du dossier 4e_C9.1, activite 3 : l'algorigramme devient un programme, en blocs puis en Python. La PREUVE est dans la banque du lot, qui etiquette 10 de ses 30 questions par le code 4e_C9.2. README engendre, lien verifie.;Le dossier ne porte aucune ressource propre, et c'est voulu.;README seul, lisible hors ligne, lien verifie.;Aucun.;4e_C9.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
4e_C9.3;4e;C9;3;Réaliser et mettre au point un programme commandant un système réel incluant éventuellement une interaction entre un humain et une machine.;D1.3, D2, D4;theme-3-creation-conception-realisation-innovations/C9-concevoir-ecrire-tester-et-mettre-au-point/4e/4e_C9.3;1;non;non;non;non;non;non;non;non;Couvert par la sequence « Le jardin connecte se programme » du dossier 4e_C9.1, activites 4 a 6 : le jeu d'essais (nominaux, frontieres, exclusions, absurdes), le clignotement corrige par hysteresis, et le reinvestissement sans modele fourni. La PREUVE est dans la banque du lot, qui etiquette 10 de ses 30 questions par le code 4e_C9.3. README engendre, lien verifie.;Le dossier ne porte aucune ressource propre, et c'est voulu.;README seul, lisible hors ligne, lien verifie.;Aucun.;4e_C9.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C1.1;3e;C1;1;Identifier les innovations de rupture qui sont attachées à l’évolution d’un OST.;D3, D4, D5;theme-1-objets-systemes-usages-interactions/C1-decrire-les-liens-entre-usages-et-evolutions/3e/3e_C1.1;20;oui;oui;non;oui;oui;oui;oui;oui;Lot « Tsinghua : robots, drones et IA face aux feux » (Fable, 09/08/2026), REFONTE — 5 séances portant 3e_C1.1 à C1.4, QCM 30 q dont 11 illustrées, 2 synthèses, fiche, matrice, 3 corrigés graphiques CC0, suite de 41 tests exécutés et verts. Données réelles et sourcées (Intérieur, JRC/EFFIS, ADEME, PNUE). La version antérieure annonçait 4 codes et n'en servait qu'un : elle est archivée, son contenu intégralement repris comme base factuelle.;Aucune.;Étiquettes, alternatives textuelles longues sur les 3 SVG, signalement non chromatique, mode essentiel, 7 versions étayées.;3 SVG originaux CC0 produits pour ce lot.;;COMPLET ET VALIDABLE;
3e_C1.2;3e;C1;1;Mettre en relation une découverte scientifique avec ses développements technologiques et leurs effets sur la société.;D3, D4, D5;theme-1-objets-systemes-usages-interactions/C1-decrire-les-liens-entre-usages-et-evolutions/3e/3e_C1.2;1;non;non;non;non;non;non;non;non;Travaillé en séance 1 du lot Tsinghua 3e : la découverte de l'infrarouge par Herschel en 1800, et les deux siècles qui la séparent du drone thermique. 7 questions au QCM.;Aucune.;s.o.;s.o.;3e_C1.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C1.3;3e;C1;1;Exprimer dans un argumentaire court l’incidence d’un OST sur la société.;D3, D4, D5;theme-1-objets-systemes-usages-interactions/C1-decrire-les-liens-entre-usages-et-evolutions/3e/3e_C1.3;1;non;non;non;non;non;non;non;non;Travaillé en séance 5 du lot Tsinghua 3e : argumentaire court sur l'incidence de l'objet technique sur la société, appuyé sur les faits des séances 2 à 4. 8 questions au QCM.;Aucune.;s.o.;s.o.;3e_C1.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C1.4;3e;C1;1;Exprimer dans un argumentaire court l’incidence des contraintes sociétales sur les OST.;D3, D4, D5;theme-1-objets-systemes-usages-interactions/C1-decrire-les-liens-entre-usages-et-evolutions/3e/3e_C1.4;1;non;non;non;non;non;non;non;non;Travaillé en séances 4 et 5 du lot Tsinghua 3e : l'incommensurabilité de certaines grandeurs, puis l'argumentaire sur l'incidence des contraintes sociétales — trois natures exigées (règle, moyen, attente), chacune avec son effet concret sur l'objet. 7 questions au QCM.;Aucune.;s.o.;s.o.;3e_C1.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C1.5;3e;C1;1;Exprimer dans un argumentaire court le rôle du développement stratégique du numérique au sein de la société et des environnements professionnels (ou des métiers).;D1.3, D2, D3;theme-1-objets-systemes-usages-interactions/C1-decrire-les-liens-entre-usages-et-evolutions/3e/3e_C1.5;3;oui;oui;non;oui;oui;oui;oui;oui;Séquence « Numérique, société, économie, environnement, santé » + QCM 24 q.;"Lien PDF cassé au format DOS 8.3 (DELAGR~1.PDF) — le fichier visé est _ressources-communes/Ressources pédagogiques/Programme 2024/affiche-ecologie-numerique-delagrave.pdf ; cette affiche est un document éditeur (Delagrave) : licence de rediffusion À VÉRIFIER ; pas de différenciation.";À vérifier.;Affiche Delagrave : droit de rediffusion non établi.;;EXISTANT À AMÉLIORER;
3e_C2.1;3e;C2;1;Décrire l’expérience de l’utilisateur d’un OST à l’aide de modes de représentation choisis.;D1.3, D4, D5;theme-1-objets-systemes-usages-interactions/C2-decrire-les-interactions-entre-un-objet-ou/3e/3e_C2.1;22;oui;oui;oui;oui;oui;oui;oui;oui;Lot « Pékin — trois destinataires, trois représentations » (08/08/2026) : 3 séances de 55 min, 4 activités + billet sans note, 40 observations, 8 verbatims et 3 incidents simulés, 4 SVG originaux dont DEUX corrigés, QCM de 30 questions dont 5 illustrées, 2 synthèses, fiche, matrice de 33 notions, 54 tests Playwright tous passés. TROISIÈME ET DERNIER LOT DU C2 : la compétence est désormais couverte sur les trois niveaux, et la marche complète est écrite À L'ÉLÈVE.;Aucune : 8 règles mécanisables au vert. AMBIGUÏTÉ DU RÉFÉRENTIEL DÉCLARÉE : « à l'aide de modes de représentation CHOISIS » ne dit pas par qui. La séquence retient « par l'élève » et le dit comme une lecture, à l'élève comme au professeur (règle n°42, troisième volet). Les six modes étant tous traités et tous corrigés, la séquence fonctionne dans les deux lectures : la fiche décrit la variante où l'enseignant impose le mode et garde la justification. Données simulées annoncées comme telles, effectifs d'abandon fixés et non tirés au sort.;Champs étiquetés, alternatives longues sur les quatre figures, 8 versions étayées pour 8 productions écrites, infobulle sur chaque badge et chaque bouton PLUS une légende en clair, vocabulaire des six modes travaillé avant tout choix, aucune ressource distante (n°40). Non vérifiés donc non déclarés conformes : impression A4, lecteur d'écran, zoom 200 %, mobile.;4 SVG originaux CC0, dont DEUX corrigés présents seulement dans les corrections repliées : la séquence offre six modes de représentation, il fallait six corrigés (règle n°43 précisée le jour même — un choix offert engage un corrigé par option).;;COMPLET ET VALIDABLE;
3e_C3.1;3e;C3;1;Établir une liste d’OST possibles en vue de répondre à un besoin.;D3, D4, D5;theme-1-objets-systemes-usages-interactions/C3-caracteriser-et-choisir-un-objet-ou-un/3e/3e_C3.1;15;oui;oui;oui;oui;oui;oui;oui;oui;Lot « Shenzhen — refroidir un local qui surchauffe » (08/08/2026) : 4 séances de 55 min, 5 activités + billet sans note, 6 solutions simulées à 15 colonnes, QCM de 30 questions, 2 synthèses, fiche, matrice de 31 notions, 28 tests Playwright tous passés. TROISIÈME ET DERNIER LOT DU C3 : la compétence est désormais couverte sur les onze codes des trois niveaux.;Aucune : 7 règles mécanisables au vert. CONTRAINTE D'USAGE à respecter : le tableau des six solutions ne se distribue pas en séance 1, sinon l'élève lit une liste au lieu de l'établir et 3e_C3.1 n'est pas couvert. C'est écrit au README, à la fiche et à la synthèse professeur. Données simulées annoncées, et addition des effets présentée comme un ordre de grandeur (règle n°27).;Champs étiquetés, alternative longue sur la figure, aucun défilement horizontal à 1280 ni à 390 px, 9 versions étayées pour 9 productions écrites, aucune ressource distante (n°40). Non vérifiés donc non déclarés conformes : impression A4, contraste mesuré, lecteur d'écran, zoom 200 %.;1 SVG original CC0 — une seule figure, volontairement : la séquence demande de PRODUIRE la liste, une planche illustrée aurait donné les réponses.;;COMPLET ET VALIDABLE;
